"Link","Abstract"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151045590&doi=10.1007%2f978-981-19-8825-7_35&partnerID=40&md5=651a7949f265f0a19df38252c0b5023e","The increasing penetration of the Internet and accessibility to smart devices in the last decade has led to new dimensions in the e-commerce ecosystem. The concept, of word-of-mouth in traditional marketing, is becoming obsolete, and a greater number of users are preferring reviews and ratings of a product before buying it online. With the increase in competition, e-commerce players and customers are hit by the new phenomenon of fake reviews, which are used to change customers’ sentiments and make businesses profitable. The global e-commerce industry is expected to cross USD 16,215.6 billion valuations by 2027 at a compound annual growth rate of 22.9%, which makes it extremely important to study fake reviews. So far, very limited work has been done in detecting fake reviews with the help of traditional machine learning models and limited datasets. This issue can be bridged up with the advancement in technology as new deep learning models and effective datasets have evolved. We have proposed a new model by combining the features of multilayer perceptron and LSTM, which provides the highest accuracy of 91.395%. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143205350&doi=10.1080%2f14740338.2023.2147922&partnerID=40&md5=d99def351e43b474837849bd190dfc87","Background: Failure of the Falsified Medicines Directive (FMD) in the UK could mean that substandard and falsified medicines (SFs) enter the supply chain. Does this risk patients’ health? Readiness to implement FMD, and prevalence of SFs vs. regulator detection were assessed. Research design and methods: A total of 12,040 primary care pharmacies across England were invited (April 2021–March 2022). Respondent postcodes were used to extract deprivation scores. Information request was placed with the medicine’s agency. Survey findings were used to calculate probability and power of a simulated trial. Results: A total of 208 participants responded: Of the seven who identified SFs, all but one reported it; 61% were ready to implement FMD, 74.1% had adequate resources, 54.8% expected improved patient safety, and 17.8% had ever reported SFs. SFs were prevalent in deprived areas. Bayesian simulation shows 438 (p = 0.030) incidences with a 3% probability of SFs prevalence. The agency identified 15,238 SFs units in the supply chain (2019 and 2020). Results are credible, reliable, and generalisable, with corroborated longitudinal persistence. Conclusions: FMD or equivalent processes need to be urgently reinstated. Deprived children may be more affected. Pharmacists are worried about liability. All health consultations should assess safety, and effectiveness of medicines. Findings should inform policy, systems planning, surveillance, and evaluations. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142858413&doi=10.1109%2fTEM.2022.3215709&partnerID=40&md5=0e3ef07aa1b2c6c7559d8cd729706812","The Internet has in recent years become a mainstream medium for sharing news and disseminating information. Some news websites use clickbait to earn advertising revenue by deceiving users to click news links. Clickbait is used as part of a disinformation strategy to attract users to click article links in order to obtain advertising revenue or spread false information. Clickbait not only affects the reading experience but also encourages the spread of disinformation or misinformation. This article proposes a clickbait news detection system that is based on artificial intelligence and feature engineering. The system has modules for data collection, text preprocessing, feature extraction, feature evaluation, model training, and prediction. The feature extraction and evaluation modules are based on 18 lexicon-based or format-based features. The proposed system is 98.42&#x0025; accurate in validating a training dataset, representing 10.75&#x0025; higher accuracy in detecting clickbait news than other systems. IEEE"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128359382&doi=10.52711%2f0974-360X.2022.00152&partnerID=40&md5=6b2f7e95a10fac4e3718af92c682eb1a","Effectively managing the pharma supply chain is crucial in order to ensure optimal safety of drugs. Various issues pertained to pharma logistics is evident namely shortage of medicines, fake medicines, vulnerabilities in security, etc., highlights the failures in pharma supply chain and the high stakes involved in this sector in comparison to any other sector. The study incorporates the guidelines of PRISMA in order to synthesize the literature. This paper makes an honest attempt to discuss the glitches in the pharma supply chain due to faulty systems in place. It further deliberates on the need for the implementation of blockchain so as to enable a fool-proof track and trace system which goes on to avoid the occurrence of counterfeit drugs in the supply chain. This perspective highlights the opportunities that blockchain has, in the area of pharma supply chain and how vital it is for future adoption and implementation. © RJPT All right reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138016111&doi=10.1504%2fijima.2022.125141&partnerID=40&md5=28dc3166e195c047826e616b0ddbc512","Facebook is the largest social media platform that is used by all generations of users, as well as small and large businesses. Many users consider Facebook as a primary news source even though the news on Facebook is not authenticated. This ‘fake news’ can be used for financial or political gain and can also impact consumer behaviour towards products. The purpose of this study was to investigate advertising response behaviour and fake news perception among multi-generational Facebook users, in conjunction with other variables such as gender. Using a survey, data were collected from a multi-stage quota sample of 400 respondents in the USA. A scale was developed and psychometrically tested as part of the study to determine fake news perception. Findings of this study showed that the frequency of Facebook use was consistent among generations, with Baby Boomers being most active in reading posts, and Gen Y users being most active in posting to Facebook. Gen Y users found Facebook advertisements to be most relevant. Results can be used to drive engagement with Facebook users and develop campaigns that use actionable segmentation schemes. Implications of fake news perception are discussed, and future research directions are provided. Copyright © 2022 Inderscience Enterprises Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125051763&doi=10.3390%2fijerph19052707&partnerID=40&md5=150e2b302814d257b91086155cb33e5e","The COVID-19 pandemic has posed threats to human life across the globe, including India. Vaccinating is an effective means of addressing the pandemic threat. The government of India has implemented a massive vaccination drive to save its citizens from the deadly virus. However, the effort has faced multiple challenges, including vaccine hesitancy. This research understands respondents’ perspectives on factors contributing to the lower vaccination uptake in Gujarat, India. Forty-four semi-structured interviews were conducted through convenience sampling representing different demographic backgrounds. Factors influencing vaccine adoption included religious leadership, political leadership and the government, and fear of side effects, especially among children and those with co-morbidities, resulting primarily from fake news and misinformation circulated through social media. Compared with nine countries from across the world, the study found similarities to vaccine hesitancy from misinformation and the fear of side effects among children. In contrast, the role of government and the influence of religious and political leaders was considered positive. The study recommends strategies to overcome people’s apprehensions about the adoption of vaccination. These include offering incentives, providing positive peer-to-peer communication, recruiting influencers such as religious and community leaders and early adopters such as the elderly population to endorse vaccination, targeting youth through social media, and reaching rural sections by involving NGOs and social service groups. © 2022 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100095715&doi=10.1111%2fijcs.12651&partnerID=40&md5=ec2d5740d0e7211cd145c0aab3c50f13","Twenty-five productive years have passed since the late Barbara Stern called for marketing scholars to take the topic of brand authenticity into consideration. Brand authenticity is now believed to be a core asset in mainstream marketing, yet confusion surrounds the nature and usage of the term. Using the Antecedents, Decisions and Outcomes format initially developed by Justin Paul and Gabriel Benito as an organizing framework, this article seeks to consolidate an area of thought characterized by multiplicity and excess of disparate meanings. Based on the extensive coverage of studies published over a period of 25 years between 1994 and 2019, extant literature on brand authenticity is reviewed. Three primary streams of research are identified: (1) characteristics that distinguish the ‘real thing’ from the fake, (2) the legitimizing function of authenticity and (3) emotional and moral aspects of authentication. Despite substantive contributions over the last 25 years, many areas of brand authenticity remain underexplored. By synthesizing extant literature, the aim of this study is to identify gaps in knowledge about brand authenticity and to prepare for a future research agenda guided by intersectionality. © 2021 The Authors. International Journal of Consumer Studies published by John Wiley & Sons Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130275045&doi=10.3389%2ffpsyg.2022.797904&partnerID=40&md5=cea44ed50c44fda533c50c4964a33cef","A modeling framework, based on the theory of signal processing, for characterizing the dynamics of systems driven by the unraveling of information is outlined, and is applied to describe the process of decision making. The model input of this approach is the specification of the flow of information. This enables the representation of (i) reliable information, (ii) noise, and (iii) disinformation, in a unified framework. Because the approach is designed to characterize the dynamics of the behavior of people, it is possible to quantify the impact of information control, including those resulting from the dissemination of disinformation. It is shown that if a decision maker assigns an exceptionally high weight on one of the alternative realities, then under the Bayesian logic their perception hardly changes in time even if evidences presented indicate that this alternative corresponds to a false reality. Thus, confirmation bias need not be incompatible with Bayesian updating. By observing the role played by noise in other areas of natural sciences, where noise is used to excite the system away from false attractors, a new approach to tackle the dark forces of fake news is proposed. Copyright © 2022 Brody."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150578865&doi=10.1016%2fB978-0-12-818630-5.08058-1&partnerID=40&md5=1da04e47cc5a688af3032bce5116ab8e","Twenty-first century technologies pose new challenges for the decades-old media literacy education. With the increasing prevalence of stealth marketing, mis- and disinformation, polarization online and offline, microtargeting and clickbait, educators are faced with new questions about how to teach about the media ecosystem and what to include in their curriculum. In this paper, we review important elements of the contemporary media ecosystem and provide an overview of the history of media literacy. We then define literacy and media literacy before highlighting the various sub-disciplines of media literacy that have branched out to focus on a particular media form or approaches to media literacy. Although the various branches of media literacy focus on different media forms, they nonetheless share similar progressions in their development as well as future challenges. We conclude by outlining the key challenges and gaps that media literacy educators, advocates, and researchers must contend with in order for the field to progress both theoretically and in practice. This includes emotional aspects of media and consumption, better understanding and addressing the media literacy needs of marginalized peoples and adults, moving beyond checklists and cognitive approaches to media literacy, and developing more timely ways to engage with the media and information, such as lateral reading or mindfulness. © 2023 Elsevier Ltd. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112437493&doi=10.1088%2f1755-1315%2f828%2f1%2f012051&partnerID=40&md5=cae61526d114fcddb10c2802b4ef38a1","Strengthening institutional farmers in organizing marketing is one of the efforts to improve the bargaining position of organic rice farmers. Currently, strong Farmers' Economic Institutions include farming activities from upstream to downstream, nurtured and developed by farmers relying on local wisdom. Thus, Farmer's Economic Institution must be adapted to the culture, regional potential, market potential and policies of the applicable organic farming system, to increase the capacity. This study therefore aims to identify internal and external factors in managing organic rice marketing within Pangudi Bogo Farmer Group, in Boyolali District, using a qualitative descriptive data analysis, with IFE, EFE, IE, and SWOT matrix. According to the IFE matrix analysis, adequate facilities and infrastructure are the greatest strengths, while the biggest weaknesses are unattractive product packaging and labels. In addition, the greatest opportunity is the development of information and communication technology to support marketing activities, while the biggest threat is fake organic product claims. Also, the IE matrix analysis shows the Pangudi Bogo farmer group's marketing position is in quadrant V, meaning a keep and maintain strategy is required.  © Published under licence by IOP Publishing Ltd."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129095144&doi=10.3390%2fdata7040044&partnerID=40&md5=88eb2e55133e9070047b2926b8c8ce6c","Nowadays, an increasing portion of our lives is spent interacting online through social media platforms, thanks to the widespread adoption of the latest technology and the proliferation of smartphones. Obtaining news from social media platforms is fast, easy, and less expensive compared with other traditional media platforms, e.g., television and newspapers. Therefore, social media is now being exploited to disseminate fake news and false information. This research aims to build the FakeAds corpus, which consists of tweets for product advertisements. The aim of the FakeAds corpus is to study the impact of fake news and false information in advertising and marketing materials for specific products and which types of products (i.e., cosmetics, health, fashion, or electronics) are targeted most on Twitter to draw the attention of consumers. The corpus is unique and novel, in terms of the very specific topic (i.e., the role of Twitter in disseminating fake news related to production promotion and advertisement) and also in terms of its fine-grained annotations. The annotation guidelines were designed with guidance by a domain expert, and the annotation is performed by two domain experts, resulting in a high-quality annotation, with agreement rate F-scores as high as 0.815. © 2022 by the authors. Licensee MDPI, Basel, Switzerland."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150465263&doi=10.1109%2fICFIRTP56122.2022.10063208&partnerID=40&md5=6b2574aa23cb0eb6243735ac9e9a772e","Social media has become one of the hotbeds for the dissemination of fake news in the market. Although, the role of social media is very important for the campaign, broadcaster of any news, and trend formulation. However, it may be the reason for the dissemination of fake news and bring negative impactual results on society and individuals. Even some significant impacts on election campaigns, politics, trend settings, and marketing agencies can be executed using social media. So the detection of fake news is one of the most perpetual ways to set the right trend in the market. Traditional methods with manual filtering are not feasible for the detection of fake news effectively. Although, there are several techniques used to detect fake news such as data mining, natural language processing, social network analysis, and machine learning algorithms. In this paper, the focus is to detect false news using distinctive machine learning algorithms. The model is trained and tested of the data-set available freely as an open-source. The positive prediction rate is very high in the ROC curve indicates the prediction of fake news effectively. Our experiment indicates the high accuracy with the support vector machine classifier algorithm.  © 2022 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122114107&doi=10.4324%2f9780429298851&partnerID=40&md5=c0f8e9d61d9493689c1071b664a60821","The third edition of The Dynamics of Political Communication continues its comprehensive coverage of communication and politics, focusing on problematic issues that bear on the functioning of democracy in an age of partisanship, social media, and political leadership that questions media's legitimacy. The book covers the intersections between politics and communication, calling on related social science disciplines as well as normative political philosophy. This new edition is thoroughly updated and includes a survey of the contemporary political communication environment, unpacking fake news, presidential communication, hostile media bias, concerns about the waning of democracy, partisan polarization, political advertising and marketing, the relationship between social media and the news media, and the 2020 election, all the while drawing on leading new scholarship in these areas. It's ideally suited for upper-level undergraduate and graduate political communication courses in communication, journalism, and political science programs. © 2022 Taylor & Francis. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113842438&doi=10.1109%2fSIST50301.2021.9465908&partnerID=40&md5=e3f27cfbe7a7547139a7c34942337a56","The face is the most informative sign in a people's recognition. The face contains such features as identity, gender, race, mood, attention and emotions. Face recognition is critical for some services, while recent research shows that people recognition can be very different from person to person.In the past few years, a new type of algorithm Generative Adversarial Network (GAN) has appeared that allows you to generate artificial faces that are identical to real faces. This algorithm is currently widely used in the generation of new faces for marketing campaigns, video processing, increasing the resolution of images, as well as in entertainment applications.This study focuses on the effectiveness of recognizing, distinguishing and memorizing real and fake faces. In the introduction, a literature review is presented. It covers issues of decision-making by people, face recognition, and factors affecting the memorization of faces. The second part contains a description of research methodology - data collection, research design, concerns the work (collection, analysis) with data and procedures. Further hypotheses are put forward and the analysis and conclusion are given. © 2021 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142638903&doi=10.14515%2fmonitoring.2022.4.2264&partnerID=40&md5=49dcb333656a472082b675dc34b5bd2c","Аbstract. The publication contains the results of an online discussion based on the panel of the XI International Grushin sociological conference “Fakes and their digital footprints: approaches to the analysis of social problems through digital data”, which took place on October 25, 2021. The discussion was attended by first-year students of the master’s program “Sociology of Marketing and Advertising” of the Moscow City University (MCU) Sergey Koroteev, Vyacheslav Kukharev, Egor Lisovsky, Mikhail Naumov, Elena Stramnova and Natalia Tsoi. Discussion moderator — Sergey Davydov (MCU/HSE). © 2022 Russian Public Opinion Research Center, VCIOM. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116384431&doi=10.1016%2fj.esxm.2021.100437&partnerID=40&md5=22ed4a903d777684dc19807ca2acc67d","Introduction: The counterfeit phenomenon is a largely under-reported issue, with potentially large burden for healthcare. The market for counterfeit drugs used in sexual medicine, most notably type 5 phosphodiesterase inhibitors (PDE5i), is rapidly growing. Aims: To report the health risks associated with the use of counterfeit medications, the reasons driving their use, and the strategies enacted to contain this phenomenon. Methods: A systematic scoping review of the literature regarding counterfeit PDE5i was carried between January and June 2021, then updated in August 2021. Main Outcome Measure: We primarily aimed to clarify the main drivers for counterfeit PDE5i use, the health risks associated, and the currently available strategies to fight counterfeiters. Results: One hundred thirty-one records were considered for the present scoping review. Production of fake PDE5i is highly lucrative and the lacking awareness of the potential health risks makes it a largely exploitable market by counterfeiters. Adulteration with other drugs, microbial contamination and unreliable dosages make counterfeit medications a cause of worry also outside of the sexual medicine scope. Several laboratory techniques have been devised to identify and quantify the presence of other compounds in counterfeit medications. Strategies aimed at improving awareness, providing antitampering packaging and producing non-falsifiable products, such as the orodispersible formulations, are also described. Clinical implications: Improving our understanding of the PDE5i counterfeit phenomenon can be helpful to promote awareness of this issue and to improve patient care. Strengths & Limitations: Despite the systematic approach, few clinical studies were retrieved, and data concerning the prevalence of counterfeit PDE5i use is not available on a global scale. Conclusion: The counterfeit phenomenon is a steadily growing issue, with PDE5i being the most counterfeited medication with potentially large harmful effects on unaware consumers. Sansone A, Cuzin B, and Jannini EA. Facing Counterfeit Medications in Sexual Medicine. A Systematic Scoping Review on Social Strategies and Technological Solutions. Sex Med 2021;9:100437. © 2021 International Society for Sexual Medicine"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123044999&doi=10.1155%2f2022%2f3498123&partnerID=40&md5=0e2c27fdbd014f440e93cbe51de01cdc","Text Classification problem has been thoroughly studied in information retrieval problems and data mining tasks. It is beneficial in multiple tasks including medical diagnose health and care department, targeted marketing, entertainment industry, and group filtering processes. A recent innovation in both data mining and natural language processing gained the attention of researchers from all over the world to develop automated systems for text classification. NLP allows categorizing documents containing different texts. A huge amount of data is generated on social media sites through social media users. Three datasets have been used for experimental purposes including the COVID-19 fake news dataset, COVID-19 English tweet dataset, and extremist-non-extremist dataset which contain news blogs, posts, and tweets related to coronavirus and hate speech. Transfer learning approaches do not experiment on COVID-19 fake news and extremist-non-extremist datasets. Therefore, the proposed work applied transfer learning classification models on both these datasets to check the performance of transfer learning models. Models are trained and evaluated on the accuracy, precision, recall, and F1-score. Heat maps are also generated for every model. In the end, future directions are proposed.  © 2022 Rukhma Qasim et al."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142697616&doi=10.3390%2fsu142215287&partnerID=40&md5=c61b54f39eaefa0c6b863db6b81deac4","This study sought to investigate factors causing the spread of fake news on digital media (DM) and to explore the sometimes disastrous consequences of fake news on social media. The study also aimed to construct a framework for fake news disaster management to control the dangers of false news on DM. The study applied PRISMA guidelines and techniques for exploring, devising, and inclusion and exclusion criteria. The search was carried out through 15 of the world’s leading digital databases. As a result, 31 peer-reviewed studies published in impact-factor journals of leading databases were included. Findings showed that several factors influenced the sharing of fake news on digital media (DM) platforms. Six major trending factors were the rise of technologies, social connections, political reasons, the absence of a controlling center, online business and marketing, and quick dissemination of information. The study identified the disadvantages of fake news (FN) on digital media (DM). A framework was constructed for managing fake news disasters to control the spread of fake news on digital media. This paper offers important theoretical contributions through the development of a framework for controlling fake news spread on digital media and by providing a valuable addition to the existing body of knowledge. The study offers practical assistance to top management, decision makers, and policymakers to devise policies to effectively manage problems caused by fake news dissemination. It provides practical strategies to address fake news disasters on digital media for redefining social values. This research also assists digital media managers in utilizing the proposed framework and controlling the harmful impact of fake news on social media. © 2022 by the authors."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121050850&doi=10.5585%2fREMARK.V20I4.18570&partnerID=40&md5=f36205293110dfc73b1f2b2b78909722","Objective: Investigate the influence of electoral marketing on votes received by candidates for executive and legislative positions, with voters' behavioral reactions to politicians as mediators. Method: We performed confirmatory factor analyses and partial least squares path modeling with composite constructs in a cross-sectional design and use of primary and secondary data. Relevance: The research identifies the order of the main variables influencing the vote in a parsimonious electoral model with a mediating relationship. Results: Electoral marketing influences voters’ behavioral reactions, which influence the number of votes for all political positions. The spent on the campaign, dissemination of negative fake news, and political spectrum of the candidate are, respectively, the main predictors of voters’ behavioral reactions. The number of social network followers, voting intentions, being perceived as captivating, famous, and talented for politics, and motivations to vote due to proposals and renewal are, respectively, the main predictors of the number of votes received. But the prediction depends on the position pleaded. For example, for the republic's presidency, being perceived as famous and captivating by voters becomes essential. Theoretical/methodological contributions: Using the theoretical framework of behavioral psychology we explained the influence of electoral marketing with partial least squares path analysis. Social contributions: Fragmented aspects of previous research are joined in a theoretical-empirical structure that explains the success in elections. © 2021 Universidade Nove de Julho-UNINOVE. All Rights Reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143636275&doi=10.9781%2fijimai.2022.10.001&partnerID=40&md5=7e812df25207c5f0ae9dc1123a6d4dd4","Marketing intelligence fosters two major developments within digital service marketing. On the one hand, a boom of services seems to have evolved, accelerated by the opportunities of marketing intelligence. It has contributed to the optimization of customer experiences, e.g., supported by mobile, personalized, and customized marketing services. On the other hand, (digital) self-services are likely to pervert the term “service”. Lifecycle marketing, including annoying marketing communication in real-time, automated price adjustment and programmatic advertising based on artificial intelligence, affects the vision of fully standardized marketing automation. Additionally, there are incentives to pollute the digital information in order to manufacture opinions. Fake news is one popular example. This leads to the (open) question if marketing intelligence means service boom or bust of marketing. This contribution aims to elaborate the boom-and-bust aspects of marketing intelligence and suggests a trade-off. The method applied in this paper will be a descriptive and conceptual literature review, through which the paradigmatic thoughts will be juxtaposed from the perspective of service. © 2022, Universidad Internacional de la Rioja. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129502104&doi=10.1109%2fTKDE.2020.3016293&partnerID=40&md5=4eca3b9982efd321110c1dd92f2041da","Online social networks have become major battlegrounds for political campaigns, viral marketing, and the dissemination of news. As a consequence, 'bad actors' are increasingly exploiting these platforms, which is a key challenge for their administrators, businesses and society in general. The spread of fake news is a classical example of the abuse of social networks by these bad actors. While some have advocated for stricter policies to control the spread of misinformation in social networks, this often happens in detriment of their democratic and organic structure. In this paper, we aim to limit the influence of a target group in a social network via the removal of a few users/links. We formulate the influence limitation problem in a data-driven fashion, by taking into account past propagation traces. More specifically, our algorithms find critical edges to be removed in order to decrease the influence of a target group based on past data. The idea is to control the diffusion processes while minimizing the amount of disturbance in the network structure. Moreover, we consider two types of constraints over edge removals, a budget constraint and also a, more general, set of matroid constraints. These problems lead to interesting challenges in terms of algorithm design. For instance, we are able to show that influence limitation is APX-hard and propose deterministic and probabilistic approximation algorithms for the budgeted and the matroid version of the problem, respectively. Experiments show that the proposed approaches outperform several baselines. © 1989-2012 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120769532&doi=10.1007%2f978-3-030-78284-9_9&partnerID=40&md5=6311a8300a9e67e5e893e021de28683d","The increasing demand of web applications and social network websites generates a large volume of data for online accesses. Since web data stored across different web servers and online repositories have grown rapidly, understanding user’s pattern and their content usage trends is essential for service providers. Web mining is an emerging technique in the field of computational intelligence. It is used to discover useful knowledge and insights from web data for a variety of applications such as target marketing, intrusion detection, web monitoring and recommendation, fake news analysis, etc. Web data contains heterogeneous data such as online documents, web structure data, web log, and user profile. Web content mining, web structure mining, and web usage mining are broad categories of web mining based on the type of data used in pattern extraction. This chapter describes basic functionalities of web mining and explores the state-of-the-art web mining techniques. © 2022, Springer Nature Switzerland AG."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119503823&doi=10.1109%2fGCAT52182.2021.9587858&partnerID=40&md5=5bf530c2cfe6f24a53bb94da88d9ab72","With the increase in Internet usage, Instagram is now considered a very important platform for advertising marketing and social interaction. It is used by millions of users but, some users tend to misuse the platform by creating false identities. In recent years though Internet is a boon, online social networks are susceptible to threats by cyber criminals and spammers. Moreover, the popularity of social media users is determined by followers and hence users resort to different wrong means to promote increased profile followers. Researchers has offered a lot of feasible solutions for social media applications. In this paper, the automatic detection of fake profiles has been proposed to identify fake Instagram profiles so that the social life of Instagram users is secure. The prediction of fake Instagram profiles is facilitated using supervised learning machine algorithms. Upon classification, fake profile IDs are stored in a data dictionary to further help the concerned authorities to take necessary actions against fraudulent social media profiles. Experimentation has been done to compare the classification algorithms used to train the dataset. © 2021 IEEE."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103925385&doi=10.1016%2fj.foodpol.2021.102040&partnerID=40&md5=197f792c2748996a04bc9fe6461027e2","Concerns about poor seed quality and outright fraud in seed supply chains can reduce farmers’ willingness to invest in hybrid seeds and in complementary inputs that increase crop yields and improve food security. In Kenya, seed companies have started marketing their seed using novel packaging features to signal product quality and authenticity. We use experimental auctions with smallholder farmers in Kenya's Nyanza Province to assess (1) farmer willingness to pay (WTP) for hybrid seed from different sources with different packaging features and (2) how WTP is affected by training on best practices for purchasing seed. We elicited demand for two popular types of hybrid maize seed and a familiar local (non-hybrid) seed. For each hybrid, we examined WTP for one bag purchased directly from the seed company and three bags purchased from local retailers, two of which had compromised packaging. Across both the control and training groups, participants were willing to pay a 15% premium, on average, for bags purchased directly from the seed company compared to mint condition bags purchased from local retailers. Without the training on purchasing seed, farmers did not discount compromised bags; however, farmers who received the training, were willing to pay 15% less for compromised bags. Education and outreach may be required for packaging innovations to increase investments in high-quality hybrid seed that can help enhance the productivity of smallholder farmers. © 2021 Elsevier Ltd"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130252179&doi=10.3969%2fj.issn.1001-7003.2022.03.020&partnerID=40&md5=f7189beb0165b6e660449ef2394c24b5","As unique traditional products in China, silk quilts are of high prices among quilts. They are deeply loved by consumers for their unique qualities and advantages such as being close-fitting, warm, fluffy and soft, breathable and healthful. With the increasing costsof raw materials and labor, the production costs of enterprises also increase, so some enterprises use low-quality raw materials as high-grade and high-quality products to improve the profit margin. There emerge a series of undesirable phenomena such as simulating medium-long silk floss with short silk floss, simulating long silk floss with medium-long silk floss, and simulating high-quality doupion long silk floss with low-quality pelettes long silk floss, as well as the phenomenon of adding chemicals to silk floss, and offering shoddy and fake commodities, which has seriously reduced the quality of silk quilts. The most important factor in judging the price and quality of silk quilts is the length of silk floss. The original national standard GB/T 24252 - 2009 for silk quilts neither quantifies the length index of silk floss in the quality of silk quilt nor limits the added chemical substances. Therefore, relevant departments have revised the national standard for silk quilts. The newly implemented standard GB/T 24252 - 2019 for silk quilts adds the assessment index of the length of silk floss. Since the implementation of the standard, some manufacturing and marketing enterprises of silk quilts do not understand the standard and fail to correctly mark the length of silk floss according to the standard, resulting in the product quality being not qualified for the new silk quilt standard. Some testing institutions are unfamiliar with the production process of silk floss, resulting in misjudgment of the length of silk floss, and affecting the judgment and evaluation of the quality. It is of great importance for enterprises to understand and unify the length of silk floss and for testing institutions to be familiar with the production process and correctly identify and determine the length. This paper analyzes the length detection of mulberry silk floss and tussah silk floss in the national standard GB/T 24252 -2019 for silk quilts and the industrial standard FZ/T 40009 -2017 test method for fiber length of silk floss. Through the analysis of the standard FZ/T 40009 -2017 test method for the length of silk floss, this paper points out the difficulties in the identification of three types of silk floss length forms in the standard: the identification of man-made long silk floss and machine-made long silk floss; the identification of the reticular medium-long silk floss from the pelettes of opened cocoon and that from waste silk opening; the identification of reticular short silk floss and combed floc short silk floss. Combined with the raw materials, production and processing technology and characteristics of thelength of silk floss, the difficult points of silk floss length are identified, analyzed and supplemented. Through the detailed analysis of the classification of silk floss, the raw materials and production technology used for silk floss and the characteristics of silk floss, five standard methods for the identification and characterization of silk floss length are summarized. With the continuous improvement of people's living standards and demands, high-quality, high-performance and high-price silk quilts will enter ordinary people's homes. Through the analysis of the quality grade, silk type and silk floss length quality of silk quilts, it is found that the higher grade of silk quilts, the longer the silk floss, the better the quality, the higher the price and the better the consumer experience. The analysis and supplement of silk quilt standards in this paper provide technical guidance for manufacturing and marketing enterprises to understand the silk quilt standards and correctly mark the length of silk floss. It can also help inspection institutionsget familiar with the production process, correctly identify and judge the length of silk floss, and help consumers purchase high-quality silk quilts at reasonable prices. © 2022 China Silk Association. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136962274&doi=10.4018%2f978-1-6684-3991-3.ch013&partnerID=40&md5=9a2f11a7a9246b1885f19dd159cb3041","Online social networks (OSNs) are increasingly influencing the way people communicate with each other. Well known sites such as Facebook, LinkedIn, Twitter, and Google+ have millions of users across the globe. With the wide popularity there are lot of security and privacy threats to the users of online social networks (OSN) such as breach of privacy, viral marketing, structural attacks, malware attacks, and profile cloning. Social networks have permitted people to have their own virtual identities which they use to interact with other online users. It is also completely possible and not uncommon for a user to have more than one online profile or even a completely different anonymous online identity. Entity resolution (ER) is the task of matching two different online profiles potentially from social networks. Solving ER has an identification of fake profiles. The solution compares profiles based on similar attributes. The system was tasked with matching two profiles that were in a pool of extremely similar profiles. © 2022, IGI Global. All rights reserved."
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128703083&doi=10.1109%2fICCCI54379.2022.9740895&partnerID=40&md5=9ade281a87834d42dd01042d82188bb9","Digital marketing has been a key enabler for any business organization in today's digital world. It uses electronic means for promotion of products and services. Emergence and growth of ecommerce has been a big boost that has resulted in new techniques of digital marketing like product reviews. Customers like to buy online and product reviews play a key role in product selection by the customer. These product reviews are critical pieces of data that have significant impact on sales of products. Recent developments in Big Data Analytics based business intelligence (BI) and artificial intelligence (AI) use product reviews to understand customer sentiments. But fake product reviews may lead to a serious risk of losing customers. This paper is aimed to study the issues and challenges related to fake product reviews. The objective of the paper is to review the current research work in combating fake product reviews and to identify unaddressed areas and suitability of technology like blockchain to address the problem. © 2022 IEEE."
